,class,count,sum,aspect,elevation_below,year_month,season,percent_snow_cover,km2_snow,km2_all,year,month
41,270_2000,35246,258,270,2000,2021-07,2020,0.007319979572150031,2.5800000000000005,352.4600000000001,2021,07
42,315_1500,63820,0,315,1500,2021-07,2020,0.0,0.0,638.2000000000002,2021,07
43,180_2000,33139,660,180,2000,2021-07,2020,0.019916110926702677,6.600000000000001,331.39000000000004,2021,07
44,180_4500,0,0,180,4500,2021-07,2020,,0.0,0.0,2021,07
45,45_3500,3164,3107,45,3500,2021-07,2020,0.9819848293299621,31.070000000000007,31.640000000000008,2021,07
46,0_1500,65477,0,0,1500,2021-07,2020,0.0,0.0,654.7700000000001,2021,07
47,270_1500,49944,1,270,1500,2021-07,2020,2.0022425116130065e-05,0.010000000000000002,499.4400000000001,2021,07
48,90_3500,2915,2869,90,3500,2021-07,2020,0.9842195540308748,28.690000000000005,29.150000000000006,2021,07
49,135_3500,2452,2429,135,3500,2021-07,2020,0.9906199021207178,24.290000000000006,24.520000000000003,2021,07
50,315_3000,15789,11493,315,3000,2021-07,2020,0.7279118373551207,114.93000000000002,157.89000000000004,2021,07
51,0_3000,15932,13372,0,3000,2021-07,2020,0.8393170976650766,133.72000000000003,159.32000000000002,2021,07
52,225_2000,27108,375,225,2000,2021-07,2020,0.013833554670208057,3.750000000000001,271.08000000000004,2021,07
53,270_3000,14820,11116,270,3000,2021-07,2020,0.7500674763832659,111.16000000000003,148.20000000000002,2021,07
54,45_4000,7,7,45,4000,2021-07,2020,1.0,0.07,0.07,2021,07
55,225_4500,0,0,225,4500,2021-07,2020,,0.0,0.0,2021,07
